1,0.00023737,3.2,1.8592,0.0002545,3,4.507,0.00055737,2,36.338
0.5,0.00047414,3.1624,0.66082,0.0008332,3.1,1.3239,0.0014182,3.1333,0.2629
0.25,0.00062978,3.1468,0.16577,1.4723e-05,3.1312,0.33156,0.00026592,3.1416,0.00076478
0.125,1.5324e-05,3.1429,0.041446,1.1117e-05,3.139,0.082893,5.2282e-05,3.1416,4.8107e-06
0.0625,1.1418e-05,3.1419,0.010362,9.3146e-06,3.1409,0.020723,1.4423e-05,3.1416,7.5279e-08
0.03125,6.6103e-06,3.1417,0.0025904,7.2113e-06,3.1414,0.0051808,1.1718e-05,3.1416,1.1764e-09
0.015625,9.615e-06,3.1416,0.0006476,7.2113e-06,3.1416,0.0012952,1.5925e-05,3.1416,1.8362e-11
0.0078125,1.0216e-05,3.1416,0.0001619,7.8122e-06,3.1416,0.0003238,2.0732e-05,3.1416,3.2512e-13
0.0039063,5.4085e-06,3.1416,4.0475e-05,7.2113e-06,3.1416,8.095e-05,2.1333e-05,3.1416,1.4136e-14
0.0019531,6.0094e-06,3.1416,1.0119e-05,1.4122e-05,3.1416,2.0238e-05,2.6742e-05,3.1416,4.2407e-14
0.00097656,1.262e-05,3.1416,2.5297e-06,1.6526e-05,3.1416,5.0594e-06,3.6657e-05,3.1416,2.8272e-14
0.00048828,1.893e-05,3.1416,6.3242e-07,1.7127e-05,3.1416,1.2648e-06,2.9446e-05,3.1416,2.8272e-14
0.00024414,3.1549e-05,3.1416,1.5811e-07,2.7042e-05,3.1416,3.1621e-07,5.8892e-05,3.1416,8.4815e-14
0.00012207,5.1681e-05,3.1416,3.9527e-08,4.5371e-05,3.1416,7.9054e-08,0.00029386,3.1416,8.4815e-14
6.1035e-05,9.5549e-05,3.1416,9.8813e-09,8.8038e-05,3.1416,1.9764e-08,9.1643e-05,3.1416,7.0679e-14
3.0518e-05,0.00017037,3.1416,2.4705e-09,0.00017277,3.1416,4.941e-09,0.0001899,3.1416,3.1099e-13
1.5259e-05,0.00035455,3.1416,6.17e-10,0.00034344,3.1416,1.2347e-09,0.00029116,3.1416,0
7.6294e-06,0.00069258,3.1416,1.5407e-10,0.00068146,3.1416,3.0858e-10,0.00071271,3.1416,5.6543e-13
3.8147e-06,0.0013122,3.1416,4.0754e-11,0.0013539,3.1416,7.7591e-11,0.0016799,3.1416,2.8272e-14
1.9073e-06,0.0026207,3.1416,1.0079e-11,0.0027069,3.1416,1.7161e-11,0.0032601,3.1416,1.5549e-13
9.5367e-07,0.0052285,3.1416,1.2722e-13,0.0053712,3.1416,3.0533e-12,0.0071635,3.1416,4.0994e-13
4.7684e-07,0.010441,3.1416,4.0994e-13,0.010908,3.1416,2.5444e-13,0.014461,3.1416,6.7852e-13
2.3842e-07,0.020899,3.1416,1.0927e-11,0.022237,3.1416,1.4687e-11,0.029781,3.1416,9.7537e-13
1.1921e-07,0.041857,3.1416,1.3627e-11,0.042842,3.1416,2.6773e-11,0.057595,3.1416,5.3716e-13
5.9605e-08,0.084117,3.1416,5.4281e-12,0.087033,3.1416,5.3292e-12,0.12067,3.1416,1.6963e-12
2.9802e-08,0.16823,3.1416,2.0907e-11,0.17577,3.1416,3.3898e-11,0.23741,3.1416,1.6115e-12
1.4901e-08,0.33897,3.1416,3.8873e-11,0.34403,3.1416,1.21e-11,0.47636,3.1416,5.0465e-12
7.4506e-09,0.67618,3.1416,3.958e-13,0.70731,3.1416,1.2298e-12,1.1423,3.1416,6.6721e-12
3.7253e-09,1.4862,3.1416,1.5945e-11,1.4963,3.1416,9.0893e-12,2.0302,3.1416,7.916e-13
1.8626e-09,2.7134,3.1416,1.1634e-11,2.7589,3.1416,2.5996e-11,4.1035,3.1416,1.1309e-13
